审计ID,模块,业务域,变更类型,迁移前路径,迁移后路径,Git状态,新增行,删除行,规范化代码相似度,依赖替换/Import变化,Android行为审计,平台边界,序列化/数据库影响,静态证据,风险,建议,验证状态,人工结论
CMP-0691,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Connect.kt,A,77,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→c2af96c84ccb; sha256 —→1d544131baea,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0692,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Copy01.kt,A,69,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→ff66f97f1738; sha256 —→57b0f5d4120a,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0693,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Cpu.kt,A,156,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→84d25887eb57; sha256 —→7abc76ff401c,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0694,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/CursorPointer01.kt,A,132,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→a65bc07e2e94; sha256 —→9213f0fab944,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0695,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Database02.kt,A,76,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→a8ad0c55abb9; sha256 —→16c1530c79da,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0696,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/DatabaseRestore.kt,A,92,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→4bfbe4f84f28; sha256 —→d930229a8ee0,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0697,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Delete01.kt,A,66,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→85ecb7430f7a; sha256 —→3990e2604b49,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0698,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Delete02.kt,A,88,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→251bce958ec6; sha256 —→50a7ea938cd9,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0699,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Download01.kt,A,59,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→19c832d2383e; sha256 —→da66c96a811d,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0700,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Download04.kt,A,65,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→646d93d219e1; sha256 —→3f7b2dbc1564,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0701,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/DragDropHorizontal.kt,A,112,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→29fea6e1ece3; sha256 —→8fd41a1f9a23,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0702,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Earth.kt,A,58,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→68711a1389e7; sha256 —→bf3d335e00f5,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0703,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Edit01.kt,A,69,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→9fbd4f41da9d; sha256 —→61a47d1bbce4,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0704,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Edit02.kt,A,76,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→a0958b5335e8; sha256 —→074ff3c840c9,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0705,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Edit03.kt,A,58,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→32aa7b32c6a8; sha256 —→7fe2f6c33636,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0706,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Eraser.kt,A,71,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→df0356510562; sha256 —→2bf562266cf5,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0707,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Eye.kt,A,72,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→97f9d7f0042e; sha256 —→770e8a35f79c,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0708,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Favourite.kt,A,45,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→3200d1330233; sha256 —→2c1f8b19bd51,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0709,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FavouriteCircle.kt,A,58,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→96333a745207; sha256 —→95f0bd80e164,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0710,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/File01.kt,A,80,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→43220138284b; sha256 —→43437f95396b,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0711,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/File02.kt,A,80,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→651b07ae189a; sha256 —→754488e0fcf9,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0712,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FileAdd.kt,A,69,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→ee3c5c59820c; sha256 —→8cf9541e0fbe,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0713,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FileDownload.kt,A,70,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→8f0d160d1333; sha256 —→a907e71945b1,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0714,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FileEdit.kt,A,80,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→4c9df3ecb43a; sha256 —→82720e0d46d3,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0715,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FileImport.kt,A,70,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→fe063601d051; sha256 —→207cd8c63a85,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0716,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FileView.kt,A,81,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→dacd1318120f; sha256 —→4f2520d166a9,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0717,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Files02.kt,A,96,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→e589d85d2403; sha256 —→8aec955bdab2,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0718,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FloppyDisk.kt,A,81,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→b6b710e558fb; sha256 —→aad2960cf04e,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0719,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Folder01.kt,A,55,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→e0b6fa14cca7; sha256 —→4c989742d7c1,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0720,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FolderAdd.kt,A,66,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→89673a1af417; sha256 —→f7b5b5e28178,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0721,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Forward02.kt,A,66,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→aa86f21dd16e; sha256 —→22c08ff90a36,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0722,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/FullScreen.kt,A,53,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→50a2a8ca4495; sha256 —→5135967dfe8f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0723,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/GitFork.kt,A,87,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→9e151d145f46; sha256 —→75db505650a6,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0724,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Github.kt,A,73,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→c3663934a5e2; sha256 —→6bdab9245491,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0725,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/GlobalSearch.kt,A,85,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→872b65c21e29; sha256 —→79256a3a25db,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0726,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Icon1stBracket.kt,A,52,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→d04c5edb6a88; sha256 —→65efa5a2f6a0,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0727,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Idea.kt,A,95,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→758f1893495b; sha256 —→420e015acbba,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0728,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Idea01.kt,A,117,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→b1b8e380c1ac; sha256 —→1d68afd99aab,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0729,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Image02.kt,A,88,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→03a340f3884c; sha256 —→cf222c4af7f5,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0730,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Image03.kt,A,68,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→f3aa7d5e4a97; sha256 —→abd2f0887eea,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0731,hugeicons,文件与图片,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/ImageUpload.kt,A,82,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→05c902c8e39b; sha256 —→ca7f9053072e,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0732,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/InLove.kt,A,88,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→ebdfdd943a62; sha256 —→1fa37b178a96,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0733,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/LanguageCircle.kt,A,53,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→6183678fd20e; sha256 —→2ca709a7c0b0,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0734,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/LeftToRightListBullet.kt,A,94,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→70e8e6a7e314; sha256 —→27808c052f3e,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0735,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Link01.kt,A,62,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→864c0580b752; sha256 —→3938ef2fe67f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0736,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/LookTop.kt,A,67,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→b7d07b0a516f; sha256 —→235630b4f97f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0737,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/MagicWand01.kt,A,109,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→76e955000256; sha256 —→d523a11aeae8,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0738,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/McpServer.kt,A,63,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→b1383261897c; sha256 —→72d49f65348f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0739,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Megaphone01.kt,A,78,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→2c6e627a01e8; sha256 —→7248b2cc3cea,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0740,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Menu03.kt,A,61,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→689efbd65393; sha256 —→e8dae4839395,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0741,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Message01.kt,A,66,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→96c9ae516d26; sha256 —→9ace80da4394,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0742,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Message02.kt,A,68,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→935f294ec92c; sha256 —→bef27b24bdcc,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0743,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/MessageAdd01.kt,A,78,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→216fd64b8328; sha256 —→a8f026fd40e9,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0744,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/MessageBlocked.kt,A,76,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→243e1217325e; sha256 —→c5f7d4907a29,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0745,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Mic01.kt,A,76,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→b5ae1823794d; sha256 —→cb65d4f12cf9,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0746,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/MoneyBag02.kt,A,92,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→b1f2397fe301; sha256 —→51103ab40e8d,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0747,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/MoreVertical.kt,A,70,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→2313dfc3bee6; sha256 —→e49bf7ea093f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0748,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/MusicNote03.kt,A,56,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→a905d3bf1719; sha256 —→01939db7d1a5,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0749,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Notification01.kt,A,63,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→e38f27296acf; sha256 —→8afd23107b5f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
